"ST","STATE","ST_ABBR","STCNTY","COUNTY","FIPS","LOCATION","AREA_SQMI","E_TOTPOP","M_TOTPOP","E_HU","M_HU","E_HH","M_HH","E_POV150","M_POV150","E_UNEMP","M_UNEMP","E_HBURD","M_HBURD","E_NOHSDP","M_NOHSDP","E_UNINSUR","M_UNINSUR","E_AGE65","M_AGE65","E_AGE17","M_AGE17","E_DISABL","M_DISABL","E_SNGPNT","M_SNGPNT","E_LIMENG","M_LIMENG","E_MINRTY","M_MINRTY","E_MUNIT","M_MUNIT","E_MOBILE","M_MOBILE","E_CROWD","M_CROWD","E_NOVEH","M_NOVEH","E_GROUPQ","M_GROUPQ","EP_POV150","MP_POV150","EP_UNEMP","MP_UNEMP","EP_HBURD","MP_HBURD","EP_NOHSDP","MP_NOHSDP","EP_UNINSUR","MP_UNINSUR","EP_AGE65","MP_AGE65","EP_AGE17","MP_AGE17","EP_DISABL","MP_DISABL","EP_SNGPNT","MP_SNGPNT","EP_LIMENG","MP_LIMENG","EP_MINRTY","MP_MINRTY","EP_MUNIT","MP_MUNIT","EP_MOBILE","MP_MOBILE","EP_CROWD","MP_CROWD","EP_NOVEH","MP_NOVEH","EP_GROUPQ","MP_GROUPQ","EPL_POV150","EPL_UNEMP","EPL_HBURD","EPL_NOHSDP","EPL_UNINSUR","SPL_THEME1","RPL_THEME1","EPL_AGE65","EPL_AGE17","EPL_DISABL","EPL_SNGPNT","EPL_LIMENG","SPL_THEME2","RPL_THEME2","EPL_MINRTY","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV150","F_UNEMP","F_HBURD","F_NOHSDP","F_UNINSUR","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_LIMENG","F_THEME2","F_MINRTY","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","E_DAYPOP","E_NOINT","M_NOINT","E_AFAM","M_AFAM","E_HISP","M_HISP","E_ASIAN","M_ASIAN","E_AIAN","M_AIAN","E_NHPI","M_NHPI","E_TWOMORE","M_TWOMORE","E_OTHERRACE","M_OTHERRACE","EP_NOINT","MP_NOINT","EP_AFAM","MP_AFAM","EP_HISP","MP_HISP","EP_ASIAN","MP_ASIAN","EP_AIAN","MP_AIAN","EP_NHPI","MP_NHPI","EP_TWOMORE","MP_TWOMORE","EP_OTHERRACE","MP_OTHERRACE"
23,"Maine","ME",23005,"Cumberland County",23005002700,"Census Tract 27; Cumberland County; Maine",4.910970720822,5370,758,2171,216,1982,225,834,344,80,90,425,171,118,76,145,111,723,155,1306,313,552,211,20,42,104,104,1240,1086,339,123,0,15,19,39,132,105,6,5,15.8,6.1,2.5,2.8,21.4,8.3,3.2,2.1,2.7,2.2,13.5,3.1,24.3,4.5,10.3,4,1,2.1,2.1,2.1,23.1,20,15.6,5.4,0,1.3,1,1.8,6.7,5.2,0.1,0.1,0.3784,0.3008,0.4185,0.2331,0.1178,1.4486,0.1604,0.0902,0.9198,0.1278,0.1078,0.9348,2.1804,0.4135,0.9649,0.9649,0.9649,0.9048,0,0.5213,0.619,0.188,2.2331,0.4386,6.827,0.3258,0,0,0,0,0,0,0,1,0,0,1,2,1,1,1,0,0,0,0,1,4,3205,155,82,653,372,0,15,139,192,0,15,0,15,200,196,248,382,7.8,4,12.2,6.8,0,0.5,2.6,3.6,0,0.5,0,0.5,3.7,3.7,4.6,7
23,"Maine","ME",23005,"Cumberland County",23005002800,"Census Tract 28; Cumberland County; Maine",1.6939453046,3295,542,1665,195,1604,203,1107,381,31,39,832,220,125,68,51,43,474,93,604,259,490,185,157,109,7,45,523,728,203,70,6,11,24,38,141,77,7,6,33.6,10.2,1.5,1.9,51.9,12,5.8,3.2,1.5,1.3,14.4,3.6,18.3,6.3,14.9,4.8,9.8,6.7,0.2,1.5,15.9,21.9,12.2,4,0.4,0.6,1.5,2.3,8.8,4.7,0.2,0.2,0.9223,0.1454,0.9925,0.4987,0.0426,2.6015,0.5113,0.1153,0.5414,0.4311,0.9449,0.5388,2.5715,0.609,0.9073,0.9073,0.9073,0.8521,0.1529,0.6416,0.7343,0.2807,2.6616,0.6441,8.7419,0.6942,1,0,1,0,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,4,5911,337,83,42,51,42,58,194,121,0,11,0,11,245,170,0,11,21,5.5,1.3,1.5,1.3,1.7,5.9,3.7,0,0.8,0,0.8,7.4,4.8,0,0.8
23,"Maine","ME",23005,"Cumberland County",23005002901,"Census Tract 29.01; Cumberland County; Maine",4.040528086248,4091,578,2243,332,2047,345,242,200,63,58,578,216,207,184,48,71,1020,295,424,183,548,200,30,42,21,56,632,836,440,266,488,259,0,15,46,45,138,10,6.1,5,2.6,2.4,28.2,9.4,6.1,5.4,1.2,1.8,24.9,7,10.4,4.1,13.8,5,1.5,2,0.5,1.4,15.4,20.3,19.6,11.5,21.8,10.6,0,0.7,2.2,2.3,3.4,0.5,0.0702,0.3308,0.7018,0.5238,0.0226,1.6492,0.208,0.6817,0.0802,0.3634,0.1654,0.7318,2.0225,0.3133,0.8997,0.8997,0.8997,0.9348,0.9323,0,0.2155,0.7945,2.8771,0.7343,7.4485,0.4511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,11546,165,115,111,112,20,34,260,237,22,35,0,11,219,239,0,11,8.1,5.9,2.7,2.7,0.5,0.8,6.4,5.7,0.5,0.9,0,0.7,5.4,5.7,0,0.7
23,"Maine","ME",23005,"Cumberland County",23005002902,"Census Tract 29.02; Cumberland County; Maine",1.005337020824,3354,578,1589,222,1530,233,276,192,91,117,215,90,54,56,264,170,589,173,395,186,493,317,43,50,0,44,409,879,226,137,0,11,14,23,165,119,0,11,8.2,5.5,4,4.9,14.1,5.5,1.9,2.1,7.9,5,17.6,5.9,11.8,5.6,14.7,9.1,2.8,3.2,0,1.3,12.2,26.1,14.2,8.4,0,1.7,0.9,1.4,10.8,7.9,0,0.3,0.1203,0.5514,0.0827,0.1003,0.6065,1.4612,0.1629,0.2707,0.0977,0.4236,0.3459,0,1.1379,0.0175,0.8296,0.8296,0.8296,0.8872,0,0.4912,0.7945,0,2.1729,0.3935,5.6016,0.1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2776,263,246,0,11,166,164,14,23,0,11,0,11,229,258,0,11,17.2,14.5,0,0.8,4.9,5,0.4,0.7,0,0.8,0,0.8,6.8,8.1,0,0.8
23,"Maine","ME",23005,"Cumberland County",23005003001,"Census Tract 30.01; Cumberland County; Maine",1.775507807692,3744,510,1781,281,1731,268,214,149,29,33,290,136,103,70,117,97,977,324,583,187,422,177,107,92,46,66,386,736,228,175,0,11,0,15,38,36,16,3,5.9,4,1.2,1.4,16.8,7.4,3.4,2.3,3.2,2.6,26.1,7.6,15.6,4.1,11.5,4.4,6.2,5.2,1.3,1.8,10.3,19.6,12.8,9.6,0,1.5,0,0.8,2.2,2,0.4,0.1,0.0627,0.0977,0.1805,0.2481,0.1429,0.7319,0.0451,0.7393,0.3158,0.198,0.782,0.8897,2.9248,0.7945,0.7619,0.7619,0.7619,0.8596,0,0,0.2155,0.3985,1.4736,0.1378,5.8922,0.1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4848,164,95,52,43,57,49,163,165,0,11,0,11,114,124,0,11,9.5,5.4,1.4,1.2,1.5,1.3,4.4,4.4,0,0.7,0,0.7,3,3.3,0,0.7
23,"Maine","ME",23005,"Cumberland County",23005003002,"Census Tract 30.02; Cumberland County; Maine",3.6165209085,3371,539,1459,183,1332,159,355,237,69,82,529,195,223,124,638,355,170,122,716,295,305,123,89,92,227,132,2212,625,704,211,29,51,107,76,120,94,47,34,10.6,6.9,2.8,3.6,39.7,13.9,10.4,5.8,19.6,9.6,5,4.1,21.2,7.1,9.4,4.3,6.7,6.9,7.3,4.1,65.6,15.3,48.3,13.1,2,3.5,8,5.1,9,7,1.4,1,0.2055,0.3584,0.9348,0.8672,0.9825,3.3484,0.802,0.0075,0.7419,0.1028,0.8346,0.99,2.6768,0.6667,0.995,0.995,0.995,0.995,0.2782,0.995,0.7419,0.6441,3.6542,0.9599,10.6744,0.9348,0,0,1,0,1,2,0,0,0,0,1,1,1,1,1,0,1,0,0,2,6,20656,138,109,1614,729,178,164,192,206,26,35,0,11,135,67,67,98,10.4,7.8,47.9,15.9,5.3,5.1,5.7,6.6,0.8,1.1,0,0.8,4,1.9,2,2.9
23,"Maine","ME",23005,"Cumberland County",23005003100,"Census Tract 31; Cumberland County; Maine",1.098113470404,4123,452,1819,148,1735,163,550,183,92,67,513,163,97,70,408,197,601,94,528,135,486,116,42,37,25,50,454,617,212,100,0,11,0,15,42,36,128,9,13.7,4.3,3.2,2.4,29.6,9,3.3,2.3,10.3,4.9,14.6,2.6,12.8,3.3,12.2,2.9,2.5,2.1,0.6,1.3,11,14.9,11.7,5.4,0,1.5,0,0.8,2.4,2.1,3.1,0.4,0.3183,0.4311,0.7494,0.2406,0.7995,2.5389,0.4887,0.1228,0.1529,0.2356,0.3008,0.7644,1.5765,0.1353,0.7769,0.7769,0.7769,0.8471,0,0,0.2406,0.7769,1.8646,0.2707,6.7569,0.3133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2529,159,95,25,33,214,138,107,76,0,11,0,11,108,87,0,11,9.2,5.5,0.6,0.8,5.2,3.2,2.6,1.9,0,0.7,0,0.7,2.6,2.1,0,0.7
23,"Maine","ME",23005,"Cumberland County",23005003200,"Census Tract 32; Cumberland County; Maine",0.614009902458,3074,532,1757,209,1590,226,383,120,47,48,449,145,58,39,84,48,940,381,425,157,576,214,32,33,12,47,283,749,469,138,0,11,0,15,175,113,8,16,12.8,3.3,3.2,3.1,28.2,8.2,2.3,1.5,2.7,1.6,30.6,9.2,13.8,4.1,18.7,5.5,2,2.1,0.4,1.6,9.2,24.3,26.7,7.2,0,1.6,0,0.9,11,6.7,0.3,0.5,0.2882,0.4311,0.7018,0.1228,0.1178,1.6617,0.2155,0.8797,0.2055,0.6642,0.2231,0.6717,2.6442,0.6466,0.6867,0.6867,0.6867,0.9624,0,0,0.802,0.3409,2.1053,0.3759,7.0979,0.3684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3105,194,78,10,15,124,73,37,35,0,11,0,11,112,83,0,11,12.2,5.1,0.3,0.5,4,2.3,1.2,1.1,0,0.9,0,0.9,3.6,2.7,0,0.9
23,"Maine","ME",23005,"Cumberland County",23005003300,"Census Tract 33; Cumberland County; Maine",2.418536364266,3462,408,1414,153,1369,158,259,144,112,67,257,116,106,106,99,60,538,137,619,117,282,127,55,41,0,44,446,573,28,23,0,11,23,39,64,58,10,2,7.5,4.1,5.1,3.1,18.8,8.2,4.2,4,2.9,1.8,15.5,3.8,17.9,2.8,8.1,3.5,4.1,3,0,1.3,12.9,16.5,2,1.6,0,1.9,1.7,2.8,4.7,4.1,0.3,0,0.1003,0.6992,0.2832,0.3459,0.1353,1.5639,0.1805,0.1579,0.5088,0.0602,0.5689,0,1.2958,0.0451,0.8596,0.8596,0.8596,0.5439,0,0.6842,0.4987,0.3409,2.0677,0.3358,5.787,0.1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5324,149,78,36,40,31,37,93,80,0,11,0,11,286,163,0,11,10.9,5.6,1,1.2,0.9,1.1,2.7,2.2,0,0.8,0,0.8,8.3,4.6,0,0.8
23,"Maine","ME",23005,"Cumberland County",23005003400,"Census Tract 34; Cumberland County; Maine",1.648836235736,4804,511,1978,158,1968,157,374,193,63,53,347,124,96,55,119,88,936,135,820,131,421,130,129,82,27,50,132,726,0,15,21,25,0,15,19,22,5,2,7.8,3.9,2.1,1.8,17.6,6.1,2.7,1.5,2.5,1.8,19.5,3.1,17.1,2.7,8.8,2.9,6.6,4.1,0.6,1.1,2.7,15.1,0,0.8,1.1,1.2,0,0.8,1,1.1,0.1,0,0.1128,0.2381,0.2306,0.1629,0.1003,0.8447,0.0551,0.4035,0.4286,0.0852,0.8321,0.7644,2.5138,0.5789,0.0852,0.0852,0.0852,0,0.2306,0,0.0852,0.188,0.5038,0.0025,3.9475,0.0251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2225,40,34,41,41,37,39,0,11,0,11,0,11,54,53,0,11,2,1.7,0.9,0.9,0.8,0.8,0,0.6,0,0.6,0,0.6,1.1,1.1,0,0.6
23,"Maine","ME",23005,"Cumberland County",23005003500,"Census Tract 35; Cumberland County; Maine",0.872493222296,4078,516,2199,381,2044,406,587,365,68,55,728,300,66,53,130,85,1138,306,536,103,785,339,80,73,0,44,474,754,624,267,10,15,26,40,276,182,398,20,16,9.7,3,2.2,35.6,12.9,2.3,1.9,3.2,2.1,27.9,5.8,13.1,2.3,19.3,6.9,3.9,3.5,0,1.1,11.6,18.4,28.3,11.1,0.5,0.7,1.3,1.8,13.5,8.1,9.8,1.3,0.3835,0.3935,0.8697,0.1228,0.1429,1.9124,0.2732,0.802,0.1604,0.6867,0.5363,0,2.1854,0.416,0.7995,0.7995,0.7995,0.9699,0.1704,0.5915,0.8922,0.9499,3.5739,0.9398,8.4712,0.6266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,4536,267,196,39,51,101,63,59,46,3,5,0,11,261,189,11,17,13.1,8.6,1,1.3,2.5,1.4,1.4,1.1,0.1,0.1,0,0.7,6.4,4.8,0.3,0.4
23,"Maine","ME",23005,"Cumberland County",23005003701,"Census Tract 37.01; Cumberland County; Maine",3.932556206356,4184,443,1896,205,1730,211,244,138,0,11,232,98,41,37,52,39,1051,334,928,199,350,120,74,56,16,52,238,635,10,21,0,11,0,15,59,62,0,11,5.8,3.2,0,1.4,13.4,5.4,1.3,1.2,1.2,0.9,25.1,6.9,22.2,4.3,8.4,2.8,4.3,3.2,0.4,1.3,5.7,15.2,0.5,1.1,0,1.4,0,0.8,3.4,3.6,0,0.3,0.0602,0,0.0627,0.0551,0.0226,0.2006,0.0025,0.6967,0.8145,0.0702,0.5915,0.6717,2.8446,0.7519,0.4035,0.4035,0.4035,0.3133,0,0,0.3584,0,0.6717,0.005,4.1204,0.0276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612,88,68,0,11,32,28,137,168,0,11,0,11,69,59,0,11,5.1,3.9,0,0.7,0.8,0.7,3.3,4,0,0.7,0,0.7,1.6,1.4,0,0.7
23,"Maine","ME",23005,"Cumberland County",23005003702,"Census Tract 37.02; Cumberland County; Maine",10.919905876676,5335,441,2256,217,2117,217,221,151,111,82,405,216,5,11,67,83,1268,241,1286,306,275,114,79,60,0,60,243,644,15,31,0,15,0,21,90,100,28,15,4.2,2.8,3.7,2.7,19.1,10,0.1,0.3,1.3,1.6,23.8,5.1,24.1,4.6,5.2,2.1,3.7,2.8,0,1.2,4.6,12.1,0.7,1.4,0,1.2,0,0.9,4.3,4.7,0.5,0.3,0.0201,0.5138,0.3008,0.0025,0.0326,0.8698,0.0602,0.619,0.9073,0.0025,0.5088,0,2.0376,0.3183,0.2581,0.2581,0.2581,0.3709,0,0,0.4411,0.4461,1.2581,0.1028,4.4236,0.0476,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4447,73,73,0,15,76,58,46,45,0,15,0,15,121,106,0,15,3.4,3.5,0,0.5,1.4,1.1,0.9,0.9,0,0.5,0,0.5,2.3,2,0,0.5
23,"Maine","ME",23005,"Cumberland County",23005004001,"Census Tract 40.01; Cumberland County; Maine",10.61302505724,3049,397,1215,170,1167,148,342,213,47,38,204,91,38,29,55,56,396,71,658,201,427,165,52,41,0,44,541,495,0,15,346,143,0,15,26,27,11,3,11.2,6.8,2.5,2,17.5,7.5,1.7,1.3,1.8,1.8,13,2.3,21.6,4.9,14,5.1,4.5,3.5,0,1.5,17.7,16.1,0,1.2,28.5,11.1,0,1.2,2.2,2.3,0.4,0.1,0.218,0.3008,0.2256,0.0802,0.0576,0.8822,0.0627,0.0652,0.7744,0.3734,0.619,0,1.832,0.2306,0.9173,0.9173,0.9173,0,0.9799,0,0.2155,0.3985,1.5939,0.1779,5.2254,0.1253,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,4419,28,33,41,48,46,43,38,44,0,11,0,11,416,299,0,11,2.4,2.9,1.3,1.5,1.5,1.4,1.2,1.5,0,0.9,0,0.9,13.6,8.8,0,0.9
23,"Maine","ME",23005,"Cumberland County",23005004002,"Census Tract 40.02; Cumberland County; Maine",13.340862328278,7839,713,2778,277,2669,278,312,164,203,120,559,218,123,128,630,418,1429,201,1250,338,786,217,118,97,7,59,933,1026,169,102,39,39,0,21,194,103,1502,34,4.9,2.5,4.5,2.7,20.9,7.9,2.6,2.6,8.2,5.3,18.2,2.8,15.9,3.5,10.2,2.7,4.4,3.6,0.1,0.8,11.9,13,6.1,3.6,1.4,1.4,0,0.8,7.3,3.8,19.2,1.8,0.0326,0.6241,0.391,0.1504,0.6341,1.8322,0.2531,0.3158,0.3383,0.1228,0.604,0.4887,1.8696,0.2506,0.8195,0.8195,0.8195,0.7143,0.2431,0,0.6491,0.9825,2.589,0.6065,7.1103,0.3709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10805,308,163,102,51,129,90,214,174,0,15,0,15,452,248,36,52,11.5,5.8,1.3,0.6,1.6,1.2,2.7,2.2,0,0.3,0,0.3,5.8,3.2,0.5,0.7
23,"Maine","ME",23005,"Cumberland County",23005004100,"Census Tract 41; Cumberland County; Maine",26.634128318608,7111,699,2284,209,2207,205,792,459,90,121,355,168,258,154,305,169,869,152,2214,508,939,310,58,55,0,60,793,1062,0,21,20,29,166,179,32,36,11,6,11.2,6.4,2.5,3.3,16.1,7.5,5.8,3.4,4.3,2.4,12.2,2.5,31.1,5.1,13.2,4.4,2.7,2.5,0,0.9,11.2,14.9,0,0.9,0.9,1.3,7.5,7.8,1.4,1.6,0.2,0.1,0.218,0.3008,0.1479,0.4987,0.2381,1.4035,0.1529,0.0501,0.99,0.3108,0.3308,0,1.6817,0.1754,0.787,0.787,0.787,0,0.218,0.9875,0.1203,0.2807,1.6065,0.188,5.4787,0.1579,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,3008,253,137,1,2,242,212,78,90,48,56,0,15,424,273,0,15,11.5,6.2,0,0.1,3.4,3.1,1.1,1.3,0.7,0.8,0,0.4,6,3.9,0,0.4
23,"Maine","ME",23005,"Cumberland County",23005004201,"Census Tract 42.01; Cumberland County; Maine",13.043834831882,4303,325,1497,150,1466,140,84,82,61,73,225,124,45,53,92,77,562,175,1249,158,315,127,36,42,0,44,365,468,0,15,46,43,15,25,135,107,0,11,2,1.9,2.7,3.2,15.3,8.3,1.6,1.8,2.1,1.7,13.1,4,29,2.7,7.3,2.9,2.5,2.9,0,1.1,8.5,10.9,0,1,3.1,2.8,1,1.7,9.2,7.2,0,0.3,0.005,0.3484,0.1178,0.0752,0.0777,0.6241,0.0376,0.0727,0.9774,0.0376,0.3008,0,1.3885,0.0777,0.6316,0.6316,0.6316,0,0.3283,0.5213,0.7519,0,1.6015,0.183,4.2457,0.0401,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,139,93,38,61,129,144,43,59,0,11,0,11,116,114,39,46,9.5,6,0.9,1.4,3,3.3,1,1.4,0,0.6,0,0.6,2.7,2.7,0.9,1.1
23,"Maine","ME",23005,"Cumberland County",23005004202,"Census Tract 42.02; Cumberland County; Maine",13.38839766211,4737,319,2244,145,1858,152,237,108,82,64,360,127,73,61,33,27,1018,123,1132,236,346,100,83,59,22,52,350,496,51,74,9,13,0,15,26,20,13,10,5,2.3,3.1,2.4,19.4,6.6,2.2,1.9,0.7,0.6,21.5,3.2,23.9,4,7.3,2.1,4.5,3.2,0.5,1.2,7.4,10.5,2.3,3.3,0.4,0.6,0,0.7,1.4,1.1,0.3,0.2,0.0376,0.411,0.3083,0.1178,0.0175,0.8922,0.0652,0.5213,0.8947,0.0376,0.619,0.7318,2.8044,0.7293,0.5464,0.5464,0.5464,0.5664,0.1529,0,0.1203,0.3409,1.1805,0.0752,5.4235,0.1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4850,73,33,0,11,207,152,121,105,0,11,0,11,22,24,0,11,3.9,1.8,0,0.6,4.4,3.3,2.6,2.2,0,0.6,0,0.6,0.5,0.5,0,0.6
23,"Maine","ME",23005,"Cumberland County",23005004401,"Census Tract 44.01; Cumberland County; Maine",7.36683774306,5856,498,2068,147,2051,147,976,758,226,171,575,311,111,100,161,120,720,200,1696,350,358,133,95,65,37,80,308,748,191,109,41,65,0,21,51,45,156,14,17.2,13.3,6.7,4.2,28,15,3,2.7,2.8,2.2,12.3,3.9,29,5.1,6.3,2.5,4.7,3.2,0.7,1.4,5.3,12.8,9.3,5.2,2,3.2,0,1,2.5,2.2,2.7,0.1,0.4361,0.8321,0.6942,0.2055,0.1278,2.2957,0.411,0.0551,0.9774,0.0175,0.6416,0.7995,2.4911,0.5664,0.3409,0.3409,0.3409,0.7945,0.2782,0,0.2481,0.7544,2.0752,0.3484,7.2029,0.3885,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5036,118,90,32,38,88,96,41,75,1,2,0,15,42,57,104,141,5.8,4.3,0.5,0.7,1.5,1.7,0.7,1.3,0,0.1,0,0.5,0.7,1,1.8,2.4
23,"Maine","ME",23005,"Cumberland County",23005004402,"Census Tract 44.02; Cumberland County; Maine",6.037754581338,3128,495,1414,215,1298,209,239,114,19,28,272,98,13,16,155,94,719,151,670,129,333,126,109,49,0,44,249,675,9,17,8,14,2,12,20,20,3,1,7.6,3.4,1.2,1.7,21,6.8,0.6,0.7,5,2.9,23,3.3,21.4,2.6,10.6,3.7,8.4,3.5,0,1.5,8,21.5,0.6,1.2,0.6,1,0.2,0.8,1.5,1.5,0.1,0,0.1028,0.0977,0.3985,0.01,0.2957,0.9047,0.0677,0.5915,0.7544,0.1404,0.9098,0,2.3961,0.5138,0.594,0.594,0.594,0.3434,0.1905,0.3283,0.1303,0.188,1.1805,0.0752,5.0753,0.1103,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4386,50,42,27,30,90,70,62,70,14,26,0,11,38,46,18,21,3.9,3.4,0.9,0.9,2.9,2.1,2,2.3,0.4,0.8,0,0.9,1.2,1.4,0.6,0.7
23,"Maine","ME",23005,"Cumberland County",23005004501,"Census Tract 45.01; Cumberland County; Maine",15.327496114998,3446,403,1313,142,1227,141,318,143,36,27,157,72,170,109,219,126,776,224,792,182,276,93,71,60,0,44,436,582,0,15,159,54,24,27,21,18,111,8,9.7,4.2,1.9,1.5,12.8,5.7,6.7,4.3,6.6,3.8,22.5,5.9,23,3.9,8.3,2.7,5.8,4.8,0,1.4,12.7,16.8,0,1.1,12.1,4.3,2,2,1.7,1.4,3.2,0.4,0.183,0.218,0.0501,0.5789,0.4586,1.4886,0.1729,0.5589,0.8647,0.0652,0.7419,0,2.2307,0.4486,0.8496,0.8496,0.8496,0,0.7118,0.7368,0.1654,0.7895,2.4035,0.5263,6.9724,0.3434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3123,46,43,1,3,63,51,29,32,0,11,0,11,313,176,30,38,3.7,3.5,0,0.1,1.8,1.5,0.8,0.9,0,0.8,0,0.8,9.1,5,0.9,1.1
23,"Maine","ME",23005,"Cumberland County",23005004502,"Census Tract 45.02; Cumberland County; Maine",19.414337136146,5254,405,2690,235,2186,225,602,267,171,112,466,205,109,91,206,148,1377,401,984,236,384,176,74,64,53,90,347,623,237,145,90,95,19,35,53,43,73,13,11.6,5.1,6.3,4,21.3,9.1,2.7,2.3,4,2.8,26.2,7.4,18.7,4.2,7.4,3.4,3.3,2.9,1.1,1.9,6.6,11.8,8.8,5.3,3.3,3.6,0.9,1.3,2.4,2,1.4,0.2,0.2356,0.8045,0.4085,0.1629,0.2005,1.812,0.2506,0.7419,0.5739,0.0426,0.4311,0.8747,2.6642,0.6617,0.4862,0.4862,0.4862,0.7895,0.3509,0.4912,0.2406,0.6441,2.5163,0.5689,7.4787,0.4561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7478,94,84,0,15,115,117,210,179,0,15,0,15,22,27,0,15,4.3,3.8,0,0.5,2.2,2.3,4,3.4,0,0.5,0,0.5,0.4,0.5,0,0.5
23,"Maine","ME",23005,"Cumberland County",23005004600,"Census Tract 46; Cumberland County; Maine",21.225416521098,4106,16,1624,118,1535,87,380,201,62,38,260,107,80,53,173,96,609,100,924,143,266,100,60,48,0,44,281,162,0,15,0,11,13,22,23,31,5,4,9.3,4.9,2.5,1.6,16.9,6.9,2.7,1.7,4.2,2.3,14.8,2.4,22.5,3.5,6.5,2.4,3.9,3.1,0,1.2,6.8,3.9,0,0.9,0,1.7,0.8,1.4,1.5,2,0.1,0.1,0.1679,0.3008,0.1855,0.1629,0.2231,1.0402,0.0902,0.1303,0.8346,0.0251,0.5363,0,1.5263,0.1178,0.5038,0.5038,0.5038,0,0,0.4637,0.1303,0.188,0.782,0.01,3.8523,0.0201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552,31,49,0,11,104,96,50,48,0,11,0,11,127,107,0,11,2,3.2,0,0.7,2.5,2.3,1.2,1.2,0,0.7,0,0.7,3.1,2.6,0,0.7
23,"Maine","ME",23005,"Cumberland County",23005004701,"Census Tract 47.01; Cumberland County; Maine",11.943326756874,2219,290,1519,161,965,123,277,117,26,20,198,76,29,39,115,55,455,88,450,110,244,88,0,15,0,44,91,409,0,15,6,10,27,33,35,30,0,11,12.5,5,2.1,1.7,20.5,7.4,1.7,2.2,5.2,2.4,20.5,3.5,20.3,3.8,11.1,3.4,0,1.6,0,2.1,4.1,18.4,0,1,0.4,0.6,2.8,2.2,3.6,3.1,0,0.5,0.2732,0.2381,0.3684,0.0802,0.3208,1.2807,0.1253,0.4612,0.6842,0.1779,0,0,1.3233,0.0526,0.2055,0.2055,0.2055,0,0.1529,0.8496,0.381,0,1.3835,0.1178,4.193,0.0351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,81,48,0,11,5,9,8,13,4,7,0,11,74,61,0,11,8.4,4.7,0,1.2,0.2,0.4,0.4,0.6,0.2,0.3,0,1.2,3.3,2.7,0,1.2
