"ST","STATE","ST_ABBR","STCNTY","COUNTY","FIPS","LOCATION","AREA_SQMI","E_TOTPOP","M_TOTPOP","E_HU","M_HU","E_HH","M_HH","E_POV150","M_POV150","E_UNEMP","M_UNEMP","E_HBURD","M_HBURD","E_NOHSDP","M_NOHSDP","E_UNINSUR","M_UNINSUR","E_AGE65","M_AGE65","E_AGE17","M_AGE17","E_DISABL","M_DISABL","E_SNGPNT","M_SNGPNT","E_LIMENG","M_LIMENG","E_MINRTY","M_MINRTY","E_MUNIT","M_MUNIT","E_MOBILE","M_MOBILE","E_CROWD","M_CROWD","E_NOVEH","M_NOVEH","E_GROUPQ","M_GROUPQ","EP_POV150","MP_POV150","EP_UNEMP","MP_UNEMP","EP_HBURD","MP_HBURD","EP_NOHSDP","MP_NOHSDP","EP_UNINSUR","MP_UNINSUR","EP_AGE65","MP_AGE65","EP_AGE17","MP_AGE17","EP_DISABL","MP_DISABL","EP_SNGPNT","MP_SNGPNT","EP_LIMENG","MP_LIMENG","EP_MINRTY","MP_MINRTY","EP_MUNIT","MP_MUNIT","EP_MOBILE","MP_MOBILE","EP_CROWD","MP_CROWD","EP_NOVEH","MP_NOVEH","EP_GROUPQ","MP_GROUPQ","EPL_POV150","EPL_UNEMP","EPL_HBURD","EPL_NOHSDP","EPL_UNINSUR","SPL_THEME1","RPL_THEME1","EPL_AGE65","EPL_AGE17","EPL_DISABL","EPL_SNGPNT","EPL_LIMENG","SPL_THEME2","RPL_THEME2","EPL_MINRTY","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV150","F_UNEMP","F_HBURD","F_NOHSDP","F_UNINSUR","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_LIMENG","F_THEME2","F_MINRTY","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","E_DAYPOP","E_NOINT","M_NOINT","E_AFAM","M_AFAM","E_HISP","M_HISP","E_ASIAN","M_ASIAN","E_AIAN","M_AIAN","E_NHPI","M_NHPI","E_TWOMORE","M_TWOMORE","E_OTHERRACE","M_OTHERRACE","EP_NOINT","MP_NOINT","EP_AFAM","MP_AFAM","EP_HISP","MP_HISP","EP_ASIAN","MP_ASIAN","EP_AIAN","MP_AIAN","EP_NHPI","MP_NHPI","EP_TWOMORE","MP_TWOMORE","EP_OTHERRACE","MP_OTHERRACE"
23,"Maine","ME",23005,"Cumberland County",23005017002,"Census Tract 170.02; Cumberland County; Maine",17.867710594054,3521,390,2299,164,1085,138,180,111,34,36,136,65,42,37,360,381,655,122,448,85,425,111,0,15,1,42,435,584,0,15,10,15,28,30,45,41,668,14,6.3,3.8,1.7,1.8,12.5,5.8,2,1.8,10.2,10,18.6,3.4,12.7,2.6,12.1,3,0,1.4,0,1.2,12.4,16.5,0,0.7,0.4,0.6,2.6,1.3,4.1,3.7,19,2.1,0.0727,0.1754,0.0451,0.1078,0.7945,1.1955,0.1153,0.3409,0.1504,0.2281,0,0,0.7194,0.0025,0.8396,0.8396,0.8396,0,0.1529,0.8221,0.4185,0.9799,2.3734,0.5188,5.1279,0.1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3025,27,25,35,32,120,103,47,44,0,11,0,11,233,192,0,11,2.5,2.2,1,0.9,3.4,2.9,1.3,1.3,0,0.8,0,0.8,6.6,5.5,0,0.8
23,"Maine","ME",23005,"Cumberland County",23005017003,"Census Tract 170.03; Cumberland County; Maine",19.277668225104,3323,334,1463,196,1315,200,294,202,44,46,349,151,176,157,25,37,591,137,541,134,278,113,22,45,0,44,296,480,0,15,236,133,53,45,56,67,0,11,8.8,6,2,2.1,26.5,10.8,7.4,6.2,0.8,1.1,17.8,4,16.3,3.9,8.4,3.4,1.7,3.4,0,1.4,8.9,14.4,0,1,16.1,9,4,3,4.3,5.1,0,0.3,0.1353,0.2256,0.6491,0.6491,0.0201,1.6792,0.2331,0.2832,0.3609,0.0702,0.1855,0,0.8998,0.0075,0.6566,0.6566,0.6566,0,0.8446,0.9298,0.4411,0,2.2155,0.4236,5.4511,0.1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3129,83,53,0,11,0,11,41,45,0,11,0,11,255,157,0,11,6.3,4.1,0,0.8,0,0.8,1.2,1.3,0,0.8,0,0.8,7.7,4.6,0,0.8
23,"Maine","ME",23005,"Cumberland County",23005017004,"Census Tract 170.04; Cumberland County; Maine",23.25617443048,3628,456,1418,219,1232,179,1031,500,0,11,382,207,98,101,98,135,506,149,982,295,459,224,40,55,0,44,131,658,0,15,87,72,0,15,40,54,8,2,28.4,13.3,0,1.7,31,16.2,4.1,4.1,2.7,3.7,13.9,3.6,27.1,6.9,12.7,6.5,3.2,4.4,0,1.2,3.6,18.1,0,1.1,6.1,5.2,0,1.1,3.2,4.4,0.2,0,0.8371,0,0.792,0.3333,0.1178,2.0802,0.3333,0.0977,0.9674,0.2782,0.4211,0,1.7644,0.213,0.1579,0.1579,0.1579,0,0.4787,0,0.3308,0.2807,1.0902,0.0551,5.0927,0.1128,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1286,2,32,27,44,26,39,0,11,46,45,0,11,32,49,0,11,0.2,2.6,0.7,1.2,0.7,1.1,0,0.8,1.3,1.2,0,0.8,0.9,1.4,0,0.8
23,"Maine","ME",23005,"Cumberland County",23005017101,"Census Tract 171.01; Cumberland County; Maine",12.1258421916,2303,267,1852,183,1140,155,287,132,22,20,272,99,63,39,114,46,974,149,223,65,273,85,6,14,0,44,76,374,6,14,103,55,0,15,23,25,26,9,12.6,5.6,2.2,1.9,23.9,8.1,3.2,2,5,1.9,42.3,4.5,9.7,2.8,12,3.9,0.5,1.2,0,1.9,3.3,16.2,0.3,0.8,5.6,2.9,0,0.8,2,2.2,1.1,0.4,0.2807,0.2506,0.5539,0.2331,0.2957,1.614,0.193,0.9774,0.0602,0.2206,0.0451,0,1.3033,0.0476,0.1353,0.1353,0.1353,0.2907,0.4436,0,0.198,0.6015,1.5338,0.1629,4.5864,0.0576,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,866,156,79,0,11,29,31,11,12,0,11,0,11,18,17,18,19,13.7,6.5,0,1.2,1.3,1.3,0.5,0.5,0,1.2,0,1.2,0.8,0.7,0.8,0.9
23,"Maine","ME",23005,"Cumberland County",23005017102,"Census Tract 171.02; Cumberland County; Maine",11.977358173256,2714,267,2531,175,1401,171,250,127,43,47,324,116,63,55,181,137,924,189,343,121,352,192,75,68,0,44,143,390,32,27,92,81,0,15,7,11,0,11,9.2,4.6,2.9,3.2,23.1,7.8,2.8,2.5,6.7,4.7,34,8.7,12.6,4.4,13,7,5.4,4.8,0,1.7,5.3,14.4,1.3,1.1,3.6,3.1,0,0.6,0.5,0.8,0,0.4,0.1604,0.3759,0.4962,0.1779,0.4662,1.6766,0.2306,0.9273,0.1429,0.2982,0.7143,0,2.0827,0.3459,0.3409,0.3409,0.3409,0.4436,0.3584,0,0.0401,0,0.8421,0.0251,4.9423,0.0877,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1080,15,17,0,11,13,17,40,37,0,11,0,11,82,73,8,12,1.1,1.2,0,1,0.5,0.6,1.5,1.4,0,1,0,1,3,2.7,0.3,0.5
23,"Maine","ME",23005,"Cumberland County",23005017303,"Census Tract 173.03; Cumberland County; Maine",7.41995186469,5108,582,2200,239,2006,216,171,96,59,61,231,105,94,58,83,85,1286,271,899,145,662,243,139,108,40,72,430,801,0,21,158,90,0,21,12,19,31,9,3.4,1.9,2.1,2.1,11.5,5.1,2.5,1.6,1.6,1.7,25.2,4.3,17.6,2.4,13,3.9,6.9,5.3,0.8,1.5,8.4,15.7,0,1,7.2,4.1,0,1,0.6,0.9,0.6,0.2,0.0125,0.2381,0.0326,0.1404,0.0501,0.4737,0.0251,0.6992,0.4762,0.2982,0.8396,0.8145,3.1277,0.8797,0.6241,0.6241,0.6241,0,0.5213,0,0.0476,0.4987,1.0676,0.0476,5.2931,0.1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5787,52,40,0,15,96,90,230,178,0,15,0,15,104,78,0,15,2.6,2,0,0.5,1.9,1.7,4.5,3.4,0,0.5,0,0.5,2,1.5,0,0.5
23,"Maine","ME",23005,"Cumberland County",23005017305,"Census Tract 173.05; Cumberland County; Maine",8.494609638594,5498,683,2335,284,2335,284,719,414,79,93,552,235,111,81,510,430,976,200,1015,262,555,185,87,54,16,62,512,981,479,250,94,54,10,25,0,15,49,34,13.2,7.4,2.5,2.8,23.6,9.6,2.8,2,9.3,7.5,17.8,4.3,18.5,3.9,10.2,3.3,3.7,2.3,0.3,1.2,9.3,17.8,20.5,10.4,4,2.3,0.4,1.1,0,1.2,0.9,0.6,0.2982,0.3008,0.5288,0.1779,0.7318,2.0375,0.3158,0.2832,0.5589,0.1228,0.5088,0.6065,2.0802,0.3434,0.6992,0.6992,0.6992,0.9424,0.3684,0.3584,0,0.5639,2.2331,0.4386,7.05,0.3534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,12178,285,210,0,15,335,239,73,89,0,15,0,15,103,165,1,3,12.2,8.5,0,0.5,6.1,4.3,1.3,1.7,0,0.5,0,0.5,1.9,3,0,0.1
23,"Maine","ME",23005,"Cumberland County",23005017306,"Census Tract 173.06; Cumberland County; Maine",20.305203794316,5040,746,1867,357,1829,335,457,325,63,111,241,115,23,36,674,670,601,154,1091,203,436,183,42,51,0,60,600,1038,0,21,0,15,10,21,46,56,3,8,9.1,6.3,2,3.3,13.2,5.8,0.6,1,13.4,12,11.9,3.7,21.6,4.5,8.7,4,2.3,2.8,0,1.2,11.9,20.5,0,1.1,0,1.5,0.5,1.1,2.5,3.3,0.1,0.2,0.1554,0.2256,0.0602,0.01,0.9148,1.366,0.1429,0.0426,0.7744,0.0802,0.2782,0,1.1754,0.0301,0.8195,0.8195,0.8195,0,0,0.3784,0.2481,0.188,0.8145,0.0201,4.1754,0.0326,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2402,84,67,51,68,73,60,87,91,99,113,0,15,290,256,0,15,4.6,3.9,1,1.3,1.4,1.2,1.7,1.8,2,2.3,0,0.5,5.8,4.7,0,0.5
23,"Maine","ME",23005,"Cumberland County",23005017307,"Census Tract 173.07; Cumberland County; Maine",3.943731928746,2528,484,1463,264,1072,269,54,52,33,45,56,47,57,64,12,21,576,172,330,107,132,87,26,30,23,51,180,695,72,100,0,11,0,15,23,36,72,6,2.2,2.1,2.2,2.9,5.2,4.2,2.9,3.1,0.5,0.9,22.8,6.6,13.1,4.2,5.4,3.2,2.4,2.7,0.9,2.1,7.1,27.5,4.9,6.8,0,1.9,0,1,2.1,3.3,2.8,0.6,0.0075,0.2506,0,0.1955,0.0075,0.4611,0.0226,0.5789,0.1604,0.0075,0.2907,0.8371,1.8746,0.2531,0.5263,0.5263,0.5263,0.6892,0,0,0.208,0.7619,1.6591,0.203,4.5211,0.0526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1889,33,55,0,11,151,180,10,23,0,11,0,11,19,25,0,11,3.1,4.8,0,1.1,6,7.2,0.4,0.9,0,1.1,0,1.1,0.8,1,0,1.1
23,"Maine","ME",23005,"Cumberland County",23005017308,"Census Tract 173.08; Cumberland County; Maine",7.584955643206,4141,555,2487,322,1926,303,218,112,65,62,452,176,32,31,86,92,1768,326,651,223,478,199,27,30,0,44,374,782,300,109,0,11,0,15,63,51,250,27,5.6,2.8,3.6,3.3,23.5,8.4,1,1,2.2,2.4,42.7,6.5,15.7,4.4,12.3,4.6,1.4,1.5,0,1.1,9,18.8,12,4.1,0,1.1,0,0.6,3.3,2.7,6,1,0.0501,0.4987,0.5188,0.0351,0.0952,1.1979,0.1178,0.9799,0.3208,0.2431,0.1504,0,1.6942,0.1779,0.6617,0.6617,0.6617,0.8496,0,0,0.3434,0.8997,2.0927,0.3634,5.6465,0.1679,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4381,267,121,0,11,142,110,125,176,21,40,0,11,86,92,0,11,13.9,6.5,0,0.7,3.4,2.6,3,4.3,0.5,0.9,0,0.7,2.1,2.2,0,0.7
